Day,Position,Position Type,Candidate Id,Candidate Name,Experience,Language Skills,Presentation Skills
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,251,Mia Cooper,5,3,5
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,260,Noah Rodriguez,5,2,4
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,268,Pedro Ribeiro,4,1,2
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,274,Rafael Vieira,4,1,3
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,289,Rui Ferreira,5,1,1
Day 4,Dept K Set Up Assistant ,Set Up Assistant ,300,Scarlett Rodriguez,4,0,2
Day 4,Dept K Viewing Assistant ,Viewing Assistant ,40,Ava Roberts,5,4,2
Day 4,Dept K Viewing Assistant ,Viewing Assistant ,99,Diogo Costa,4,4,5
Day 4,Dept K Viewing Assistant ,Viewing Assistant ,187,Laura Vieira,4,4,3
Day 4,Dept K Viewing Assistant ,Viewing Assistant ,225,Maria Silva,5,4,2
Day 4,Dept K Viewing Assistant ,Viewing Assistant ,321,Tomás Oliveira,4,4,5
Day 4,Dept L Packing Assistant ,Packing Assistant ,10,Alexandre Martins,4,1,3
Day 4,Dept L Packing Assistant ,Packing Assistant ,26,André Fernandes,4,1,2
Day 4,Dept L Packing Assistant ,Packing Assistant ,46,Beatriz Ferreira,5,1,3
Day 4,Dept L Packing Assistant ,Packing Assistant ,53,Bernardo Barbosa,5,1,2
Day 4,Dept L Packing Assistant ,Packing Assistant ,59,Bruna Oliveira,5,4,1
Day 4,Dept L Packing Assistant ,Packing Assistant ,100,Diogo Cunha,5,1,4
Day 4,Dept L Packing Assistant ,Packing Assistant ,142,Gonçalo Castro,4,1,2
Day 4,Dept L Packing Assistant ,Packing Assistant ,287,Rodrigo Pereira,4,3,0
Day 4,Dept L Packing Assistant ,Packing Assistant ,296,Sara Ribeiro,4,0,4
Day 4,Dept L Packing Assistant ,Packing Assistant ,309,Sofia Turner,4,1,0
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,2,Adam Mitchell,5,1,2
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,20,Ana Paula Ferreira,4,1,3
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,22,Ana Rodrigues,5,2,1
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,129,Francisco Alves,5,2,1
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,176,José Carvalho,4,2,4
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,200,Lucas Barbosa,5,3,5
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,250,Mia Brown,4,1,4
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,257,Natalie Baker,4,5,4
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,281,Rita Matos,5,1,3
Day 4,Dept L Set Up Assistant ,Set Up Assistant ,292,Samantha Rodriguez,5,1,2
Day 4,Dept L Viewing Assistant ,Viewing Assistant ,66,Candidate Name,5,4,2
Day 4,Dept L Viewing Assistant ,Viewing Assistant ,92,David Pereira,5,1,5
Day 4,Dept L Viewing Assistant ,Viewing Assistant ,102,Diogo Pereira,4,5,3
Day 4,Dept L Viewing Assistant ,Viewing Assistant ,139,Gabriel Santos,5,4,4
Day 4,Dept L Viewing Assistant ,Viewing Assistant ,324,Tomé Martins,4,5,1
Day 4,Event Assistant ,Event Assistant ,37,Aubrey Davis,5,4,4
Day 4,Event Assistant ,Event Assistant ,286,Rodrigo Oliveira,5,4,3
Day 4,Event Assistant ,Event Assistant ,317,Tiago Sousa Cruz,5,5,3
Day 4,Event Assistant ,Event Assistant ,318,Tomás Carvalho,4,4,5
Day 4,Information Assistant ,Information Assistant ,216,Mafalda Ribeiro,5,4,1
Day 4,Information Assistant ,Information Assistant ,273,Rafael Teixeira,5,4,3
Day 4,Information Assistant ,Information Assistant ,283,Rodrigo Ferreira,5,1,1
Day 4,Information Assistant ,Information Assistant ,284,Rodrigo Mendes,5,3,1
Day 4,Information Assistant ,Information Assistant ,311,Tiago Costa,5,2,0
Day 4,Information Assistant (Hall 3B) ,Information Assistant ,88,Daniela Ribeiro,5,1,5
Day 4,Information Assistant (Hall 3B) ,Information Assistant ,188,Leah Johnson,5,5,3
Day 4,Information Assistant (Hall 3B) ,Information Assistant ,193,Leonor Ribeiro,5,4,3
Day 4,Information Assistant (Hall 3B) ,Information Assistant ,202,Lucas Green,5,3,2
Day 4,Information Assistant (Hall 3B) ,Information Assistant ,259,Nicholas Walker,5,4,4
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,65,Camila Santos,5,4,4
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,125,Francisca Castro,5,0,5
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,138,Gabriel Ferreira,4,2,4
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,217,Mafalda Santos,5,4,3
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,226,Maria Sousa,5,2,3
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,230,Mariana Dias,4,4,3
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,253,Miguel Almeida,3,1,4
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,266,Pedro Matos,5,0,5
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,267,Pedro Oliveira,4,4,3
Day 4,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,290,Ryan Parker,5,4,4
Day 4,Operations & Administration Packer ,Operations & Administration Packer ,79,Catarina Silva,5,2,4
Day 4,Operations & Administration Packer ,Operations & Administration Packer ,145,Gonçalo Oliveira,5,1,1
Day 4,Operations & Administration Packer ,Operations & Administration Packer ,220,Maria Almeida,5,1,0
Day 4,Operations & Administration Packer ,Operations & Administration Packer ,295,Samuel Wilson,5,3,3
Day 4,Site Assistant ,Site Assistant ,1,Abigail Perez,5,3,4
Day 4,Site Assistant ,Site Assistant ,61,Bruno Almeida,4,2,1
Day 4,Site Assistant ,Site Assistant ,69,Carolina Costa,4,3,1
Day 4,Site Assistant ,Site Assistant ,178,Joseph Hall,5,2,5
Day 4,Site Assistant ,Site Assistant ,183,Justin Taylor,4,1,1
Day 4,Site Assistant ,Site Assistant ,189,Leonor Almeida,5,1,3
Day 4,Site Assistant ,Site Assistant ,194,Leonor Sousa,4,1,1
Day 4,Site Assistant ,Site Assistant ,315,Tiago Rodrigues,5,3,1
Day 4,Site Assistant ,Site Assistant ,323,Tomás Santos,5,3,4
Day 4,Site Assistant ,Site Assistant ,330,Zoey Nelson,4,5,4
Day 4,Spotter ,Spotter ,30,Andréia Santos,4,0,3
Day 4,Spotter ,Spotter ,56,Bernardo Soares,4,1,1
Day 4,Spotter ,Spotter ,81,Charlotte Turner,5,2,2
Day 4,Spotter ,Spotter ,84,Christopher Baker,5,1,2
Day 4,Spotter ,Spotter ,143,Gonçalo Ferreira,4,3,0
Day 4,Spotter ,Spotter ,210,Madalena Oliveira,5,2,1
Day 4,Spotter ,Spotter ,213,Madison Allen,4,3,0
Day 4,Spotter ,Spotter ,223,Maria Gonçalves,5,4,3
Day 4,Spotter ,Spotter ,228,Mariana Andrade,5,0,1
Day 4,Spotter ,Spotter ,276,Rafaela Ferreira,5,2,3
Day 4,Waiting List ,Waiting List,27,André Luís Silva,0,1,3
Day 4,Waiting List ,Waiting List,29,André Santos,0,3,3
Day 4,Waiting List ,Waiting List,32,António Costa,0,0,1
Day 4,Waiting List ,Waiting List,38,Autumn Davis,0,5,1
Day 4,Waiting List ,Waiting List,75,Carolina Rodrigues,0,3,0
Day 4,Waiting List ,Waiting List,82,Chloe Young,0,2,1
Day 4,Waiting List ,Waiting List,87,Daniel Wright,0,0,3
Day 4,Waiting List ,Waiting List,121,Filipa Carvalho,0,3,2
Day 4,Waiting List ,Waiting List,150,Gustavo Ribeiro,0,1,2
Day 4,Waiting List ,Waiting List,155,Inês Almeida,0,1,4
Day 4,Waiting List ,Waiting List,165,Jack Edwards,0,4,1
Day 4,Waiting List ,Waiting List,182,Julia Martinez,0,0,2
Day 4,Waiting List ,Waiting List,190,Leonor Costa,0,0,1
Day 4,Waiting List ,Waiting List,229,Mariana Costa,0,4,3
Day 4,Waiting List ,Waiting List,231,Mariana Fernandes,0,3,1
Day 4,Waiting List ,Waiting List,263,Olivia Smith,0,2,4
Day 4,Waiting List ,Waiting List,269,Pedro Sousa,0,3,1
Day 4,Waiting List ,Waiting List,271,Peyton Turner,0,3,5
Day 4,Waiting List ,Waiting List,288,Rodrigo Sousa,0,1,1
Day 4,Waiting List ,Waiting List,294,Samuel Ferreira,0,4,2
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,23,Ana Santos,5,4,4
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,31,Andrew Moore,5,2,3
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,114,Ellie Turner,5,0,4
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,118,Ethan Jones,5,4,3
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,131,Francisco Ferreira,4,2,5
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,135,Francisco Santos,4,3,2
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,198,Logan Davis,5,2,2
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,244,Matilde Gomes,4,2,3
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,310,Sophia Anderson,4,3,2
Day 5,Catalogue Desk Assistant ,Catalogue Desk Assistant ,325,Tyler Martin,4,5,1
Day 5,Client Services Assistant ,Client Services Assistant ,33,António Pereira,5,1,1
Day 5,Client Services Assistant ,Client Services Assistant ,164,Isaiah Hernandez,5,4,2
Day 5,Client Services Assistant ,Client Services Assistant ,176,José Carvalho,5,2,4
Day 5,Client Services Assistant ,Client Services Assistant ,209,Madalena Lima,5,4,5
Day 5,Client Services Assistant ,Client Services Assistant ,212,Madelyn Brown,5,2,0
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,24,Ana Sousa,5,2,1
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,70,Carolina Fernandes,5,4,3
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,78,Catarina Oliveira,5,4,1
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,80,Charlotte Garcia,5,5,0
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,162,Isabella Mitchell,5,4,1
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,173,Jonathan King,5,2,3
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,180,Joshua Hill,4,2,3
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,205,Luís Ferreira,5,5,4
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,252,Michael Lewis,5,2,3
Day 5,Cloak Room Assistant ,Cloak Room Assistant ,280,Rita Fernandes,5,4,4
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,9,Alexandra Campbell,4,5,0
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,35,Arianna Hernandez,5,2,1
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,89,David Fernandes,4,5,0
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,111,Eli Wright,5,2,3
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,141,Gabriel Turner,5,1,1
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,175,José Carlos Oliveira,5,2,4
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,206,Luísa Fernandes,5,0,2
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,240,Mariana Vaz,5,1,5
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,247,Matilde Pinto,5,0,3
Day 5,Currency Board Operator (Saleroom 1) ,Currency Board Operator,293,Samuel Davis,4,1,1
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,49,Beatriz Santos,5,5,2
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,130,Francisco Fernandes,5,4,0
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,154,Henrique Pereira,5,4,0
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,171,João Pedro Almeida,5,3,1
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,304,Simão Rodrigues,5,4,1
Day 5,Currency Board Operator (Saleroom 2) ,Currency Board Operator,317,Tiago Sousa Cruz,5,5,3
Day 5,Dept A Assistant ,Assistant ,25,André Castro,4,3,1
Day 5,Dept A Assistant ,Assistant ,110,Eduardo Sousa,5,1,3
Day 5,Dept A Assistant ,Assistant ,117,Ethan Flores,5,2,1
Day 5,Dept A Assistant ,Assistant ,144,Gonçalo Martins,4,3,2
Day 5,Dept A Assistant ,Assistant ,219,Margarida Sousa,5,2,4
Day 5,Dept A Assistant ,Assistant ,224,Maria Ribeiro,4,3,0
Day 5,Dept A Assistant ,Assistant ,227,Mariana Almeida,5,0,4
Day 5,Dept A Assistant ,Assistant ,274,Rafael Vieira,4,1,3
Day 5,Dept A Assistant ,Assistant ,297,Sara Silva,5,2,1
Day 5,Dept A Assistant ,Assistant ,306,Sofia Ribeiro,4,2,1
Day 5,Dept C Assistant ,Assistant ,94,David Wilson,5,5,3
Day 5,Dept C Assistant ,Assistant ,104,Duarte Alves,5,4,5
Day 5,Dept C Assistant ,Assistant ,156,Inês Martins,5,2,5
Day 5,Dept C Assistant ,Assistant ,242,Matilde Costa,5,3,4
Day 5,Dept C Assistant ,Assistant ,246,Matilde Martins,5,4,3
Day 5,Dept D Assistant ,Assistant ,48,Beatriz Rodrigues,4,4,2
Day 5,Dept D Assistant ,Assistant ,147,Grace Turner,5,1,3
Day 5,Dept D Assistant ,Assistant ,191,Leonor Mendes,5,1,4
Day 5,Dept D Assistant ,Assistant ,234,Mariana Rocha,5,2,1
Day 5,Dept D Assistant ,Assistant ,261,Nuno Almeida,4,4,2
Day 5,Dept D Assistant ,Assistant ,272,Rafael Fernandes,4,4,3
Day 5,Dept D Assistant ,Assistant ,282,Rodrigo Castro,4,1,3
Day 5,Dept D Assistant ,Assistant ,303,Simão Fernandes,4,3,4
Day 5,Dept D Assistant ,Assistant ,314,Tiago Gonçalves,4,3,3
Day 5,Dept D Assistant ,Assistant ,322,Tomás Rodrigues,4,1,2
Day 5,Dept D Viewing Assistant ,Viewing Assistant ,15,Ana Costa,5,2,2
Day 5,Dept D Viewing Assistant ,Viewing Assistant ,109,Eduardo Silva,5,5,3
Day 5,Dept D Viewing Assistant ,Viewing Assistant ,160,Isabela Costa,5,1,3
Day 5,Dept D Viewing Assistant ,Viewing Assistant ,258,Nathan Price,4,4,5
Day 5,Dept D Viewing Assistant ,Viewing Assistant ,286,Rodrigo Oliveira,4,4,3
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,14,Ana Carvalho,5,2,1
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,51,Benjamin Nelson,5,2,1
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,157,Inês Pinto,5,1,2
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,245,Matilde Marques,4,1,5
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,275,Rafaela Alves,4,2,2
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,298,Sarah Garcia,5,1,2
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,300,Scarlett Rodriguez,5,0,2
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,309,Sofia Turner,5,1,0
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,318,Tomás Carvalho,3,4,5
Day 5,Dept F Viewing Assistant (VIP),Viewing Assistant ,324,Tomé Martins,4,5,1
Day 5,Dept G Viewing Assistant ,Viewing Assistant ,66,Candidate Name,5,4,2
Day 5,Dept G Viewing Assistant ,Viewing Assistant ,113,Elizabeth Adams,5,3,4
Day 5,Dept G Viewing Assistant ,Viewing Assistant ,134,Francisco Rodrigues,5,4,5
Day 5,Dept G Viewing Assistant ,Viewing Assistant ,159,Isaac Jackson,5,3,1
Day 5,Dept G Viewing Assistant ,Viewing Assistant ,251,Mia Cooper,4,3,5
Day 5,Dept I Viewing Assistant ,Viewing Assistant ,99,Diogo Costa,4,4,5
Day 5,Dept I Viewing Assistant ,Viewing Assistant ,132,Francisco Lopes,5,5,5
Day 5,Dept I Viewing Assistant ,Viewing Assistant ,139,Gabriel Santos,5,4,4
Day 5,Dept I Viewing Assistant ,Viewing Assistant ,215,Mafalda Ferreira,5,2,2
Day 5,Dept I Viewing Assistant ,Viewing Assistant ,279,Rita Carvalho,5,5,3
Day 5,Dept K Packing Assistant ,Packing Assistant ,28,André Mendes,5,1,3
Day 5,Dept K Packing Assistant ,Packing Assistant ,59,Bruna Oliveira,5,4,1
Day 5,Dept K Packing Assistant ,Packing Assistant ,73,Carolina Nunes,5,5,3
Day 5,Dept K Packing Assistant ,Packing Assistant ,86,Colton Wright,5,3,5
Day 5,Dept K Packing Assistant ,Packing Assistant ,115,Emily Martin,5,4,2
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,11,Alexandre Silva,4,3,5
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,39,Ava Martinez,5,2,2
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,58,Brooklyn Lee,5,5,2
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,63,Caleb Green,4,3,3
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,95,Diana Costa,5,2,3
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,140,Gabriel Sousa,5,0,3
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,142,Gonçalo Castro,4,1,2
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,170,Joana Silva,4,0,4
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,197,Lily Taylor,5,2,5
Day 5,Dept K Set Up Assistant ,Set Up Assistant ,281,Rita Matos,5,1,3
Day 5,Dept K Viewing Assistant ,Viewing Assistant ,102,Diogo Pereira,4,5,3
Day 5,Dept K Viewing Assistant ,Viewing Assistant ,185,Lara Silva,5,3,3
Day 5,Dept K Viewing Assistant ,Viewing Assistant ,195,Liam Davis,5,3,3
Day 5,Dept K Viewing Assistant ,Viewing Assistant ,225,Maria Silva,5,4,2
Day 5,Dept K Viewing Assistant ,Viewing Assistant ,241,Matilde Almeida,5,2,2
Day 5,Dept L Packing Assistant ,Packing Assistant ,10,Alexandre Martins,4,1,3
Day 5,Dept L Packing Assistant ,Packing Assistant ,26,André Fernandes,4,1,2
Day 5,Dept L Packing Assistant ,Packing Assistant ,105,Duarte Martins,4,1,1
Day 5,Dept L Packing Assistant ,Packing Assistant ,126,Francisca Ferreira,5,1,3
Day 5,Dept L Packing Assistant ,Packing Assistant ,218,Margarida Oliveira,5,2,4
Day 5,Dept L Packing Assistant ,Packing Assistant ,239,Mariana Sousa,5,2,3
Day 5,Dept L Packing Assistant ,Packing Assistant ,254,Miguel Costa,4,4,0
Day 5,Dept L Packing Assistant ,Packing Assistant ,287,Rodrigo Pereira,4,3,0
Day 5,Dept L Packing Assistant ,Packing Assistant ,291,Ryan Perez,4,1,1
Day 5,Dept L Packing Assistant ,Packing Assistant ,296,Sara Ribeiro,4,0,4
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,6,Afonso Pereira,4,4,2
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,12,Amelia Taylor,5,0,0
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,22,Ana Rodrigues,5,2,1
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,64,Caleb Turner,5,1,4
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,67,Carolina Alves,5,1,5
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,76,Carolina Teixeira,5,0,4
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,129,Francisco Alves,5,2,1
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,268,Pedro Ribeiro,4,1,2
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,289,Rui Ferreira,5,1,1
Day 5,Dept L Set Up Assistant ,Set Up Assistant ,292,Samantha Rodriguez,5,1,2
Day 5,Dept L Viewing Assistant ,Viewing Assistant ,187,Laura Vieira,4,4,3
Day 5,Dept L Viewing Assistant ,Viewing Assistant ,196,Lídia Sousa,5,4,2
Day 5,Dept L Viewing Assistant ,Viewing Assistant ,307,Sofia Santos,5,3,1
Day 5,Dept L Viewing Assistant ,Viewing Assistant ,320,Tomás Martins,4,5,2
Day 5,Dept L Viewing Assistant ,Viewing Assistant ,326,Vasco Santos,5,2,4
Day 5,Event Assistant ,Event Assistant ,37,Aubrey Davis,5,4,4
Day 5,Event Assistant ,Event Assistant ,43,Bárbara Silva,5,4,4
Day 5,Event Assistant ,Event Assistant ,208,Madalena Ferreira,5,1,5
Day 5,Event Assistant ,Event Assistant ,248,Matthew Edwards,5,5,3
Day 5,Information Assistant ,Information Assistant ,50,Beatriz Sousa,5,5,2
Day 5,Information Assistant ,Information Assistant ,188,Leah Johnson,5,5,3
Day 5,Information Assistant ,Information Assistant ,193,Leonor Ribeiro,5,4,3
Day 5,Information Assistant ,Information Assistant ,259,Nicholas Walker,5,4,4
Day 5,Information Assistant ,Information Assistant ,284,Rodrigo Mendes,5,3,1
Day 5,Information Assistant (Hall 3B) ,Information Assistant ,20,Ana Paula Ferreira,5,1,3
Day 5,Information Assistant (Hall 3B) ,Information Assistant ,88,Daniela Ribeiro,5,1,5
Day 5,Information Assistant (Hall 3B) ,Information Assistant ,202,Lucas Green,5,3,2
Day 5,Information Assistant (Hall 3B) ,Information Assistant ,273,Rafael Teixeira,5,4,3
Day 5,Information Assistant (Hall 3B) ,Information Assistant ,283,Rodrigo Ferreira,5,1,1
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,65,Camila Santos,5,4,4
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,91,David Mitchell,5,0,3
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,122,Filipa Rodrigues,5,0,2
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,138,Gabriel Ferreira,4,2,4
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,217,Mafalda Santos,5,4,3
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,226,Maria Sousa,5,2,3
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,285,Rodrigo Nunes,5,1,2
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,290,Ryan Parker,5,4,4
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,295,Samuel Wilson,4,3,3
Day 5,London Jewellery Viewing Assistant ,London Jewellery Viewing Assistant ,299,Savannah Hall,5,1,4
Day 5,Operations & Administration Packer ,Operations & Administration Packer ,13,Ana Beatriz Ferreira,5,3,2
Day 5,Operations & Administration Packer ,Operations & Administration Packer ,145,Gonçalo Oliveira,5,1,1
Day 5,Operations & Administration Packer ,Operations & Administration Packer ,201,Lucas Carvalho,5,0,0
Day 5,Operations & Administration Packer ,Operations & Administration Packer ,220,Maria Almeida,5,1,0
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,30,Andréia Santos,5,0,3
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,101,Diogo Oliveira,5,5,3
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,112,Elijah Campbell,5,1,5
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,136,Francisco Sousa,5,4,4
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,158,Inês Ribeiro,5,1,5
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,178,Joseph Hall,5,2,5
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,222,Maria Ferreira,5,3,4
Day 5,Public Relationship Assistant ,Public Relationship Assistant ,253,Miguel Almeida,5,1,4
Day 5,Site Assistant ,Site Assistant ,1,Abigail Perez,5,3,4
Day 5,Site Assistant ,Site Assistant ,8,Alexander Thompson,4,5,2
Day 5,Site Assistant ,Site Assistant ,61,Bruno Almeida,4,2,1
Day 5,Site Assistant ,Site Assistant ,85,Christopher Perez,4,4,2
Day 5,Site Assistant ,Site Assistant ,116,Emma Carter,5,4,2
Day 5,Site Assistant ,Site Assistant ,172,João Silva,5,2,3
Day 5,Site Assistant ,Site Assistant ,183,Justin Taylor,4,1,1
Day 5,Site Assistant ,Site Assistant ,194,Leonor Sousa,4,1,1
Day 5,Site Assistant ,Site Assistant ,315,Tiago Rodrigues,5,3,1
Day 5,Site Assistant ,Site Assistant ,330,Zoey Nelson,4,5,4
Day 5,Spotter ,Spotter ,56,Bernardo Soares,4,1,1
Day 5,Spotter ,Spotter ,81,Charlotte Turner,5,2,2
Day 5,Spotter ,Spotter ,84,Christopher Baker,5,1,2
Day 5,Spotter ,Spotter ,143,Gonçalo Ferreira,4,3,0
Day 5,Spotter ,Spotter ,152,Harper Johnson,5,2,2
Day 5,Spotter ,Spotter ,210,Madalena Oliveira,5,2,1
Day 5,Spotter ,Spotter ,213,Madison Allen,4,3,0
Day 5,Spotter ,Spotter ,223,Maria Gonçalves,5,4,3
Day 5,Spotter ,Spotter ,228,Mariana Andrade,5,0,1
Day 5,Spotter ,Spotter ,276,Rafaela Ferreira,5,2,3
Day 5,Waiting List ,Waiting List,3,Addison Johnson,0,2,3
Day 5,Waiting List ,Waiting List,41,Avery Green,0,3,4
Day 5,Waiting List ,Waiting List,71,Carolina Lima,0,3,3
Day 5,Waiting List ,Waiting List,82,Chloe Young,0,2,1
Day 5,Waiting List ,Waiting List,87,Daniel Wright,0,0,3
Day 5,Waiting List ,Waiting List,106,Duarte Pereira,0,1,3
Day 5,Waiting List ,Waiting List,120,Eva Scott,0,2,0
Day 5,Waiting List ,Waiting List,124,Filipe Ramos,0,1,5
Day 5,Waiting List ,Waiting List,137,Gabriel Costa,0,0,2
Day 5,Waiting List ,Waiting List,153,Harper Scott,0,2,4
Day 5,Waiting List ,Waiting List,179,Joseph Wright,0,2,1
Day 5,Waiting List ,Waiting List,199,Lucas Alves,0,2,0
Day 5,Waiting List ,Waiting List,207,Luke Collins,0,2,4
Day 5,Waiting List ,Waiting List,214,Mafalda Cruz,0,3,0
Day 5,Waiting List ,Waiting List,269,Pedro Sousa,0,3,1
Day 5,Waiting List ,Waiting List,270,Penelope Flores,0,1,3
Day 5,Waiting List ,Waiting List,271,Peyton Turner,0,3,5
Day 5,Waiting List ,Waiting List,277,Rafaela Silva,0,2,1
Day 5,Waiting List ,Waiting List,288,Rodrigo Sousa,0,1,1
Day 5,Waiting List ,Waiting List,328,William Hernandez,0,3,4
Day 6,Catalogue Desk Assistant ,Catalogue Desk Assistant ,31,Andrew Moore,5,2,3
Day 6,Catalogue Desk Assistant ,Catalogue Desk Assistant ,118,Ethan Jones,5,4,3
Day 6,Catalogue Desk Assistant ,Catalogue Desk Assistant ,198,Logan Davis,5,2,2
Day 6,Catalogue Desk Assistant ,Catalogue Desk Assistant ,233,Mariana Pereira,5,3,3
Day 6,Catalogue Desk Assistant ,Catalogue Desk Assistant ,321,Tomás Oliveira,5,4,5
Day 6,Client Services Assistant ,Client Services Assistant ,164,Isaiah Hernandez,5,4,2
Day 6,Client Services Assistant ,Client Services Assistant ,176,José Carvalho,5,2,4
Day 6,Client Services Assistant ,Client Services Assistant ,186,Laura Santos,5,4,2
